Epoch 0: TrainLoss=1.880961e+02, EvalMSE=2.817008e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 100: TrainLoss=1.171786e+02, EvalMSE=4.651940e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 200: TrainLoss=9.111493e+01, EvalMSE=5.013163e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 300: TrainLoss=8.009244e+01, EvalMSE=3.827317e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 400: TrainLoss=7.284783e+01, EvalMSE=3.357208e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 500: TrainLoss=6.803500e+01, EvalMSE=3.067761e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 600: TrainLoss=6.490202e+01, EvalMSE=2.833077e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 700: TrainLoss=6.275671e+01, EvalMSE=2.611480e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 800: TrainLoss=6.102734e+01, EvalMSE=2.318354e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 900: TrainLoss=5.874298e+01, EvalMSE=1.984676e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=5.581420e+01, EvalMSE=2.833549e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=5.208895e+01, EvalMSE=2.657167e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=4.814720e+01, EvalMSE=2.624071e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=4.465553e+01, EvalMSE=2.721897e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=4.131244e+01, EvalMSE=2.759694e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=3.838076e+01, EvalMSE=2.761142e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=3.585902e+01, EvalMSE=2.713777e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=3.352650e+01, EvalMSE=2.681664e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=3.161639e+01, EvalMSE=2.610004e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=2.994105e+01, EvalMSE=2.524728e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=2.847775e+01, EvalMSE=2.439101e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=2.718604e+01, EvalMSE=2.366381e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=2.594668e+01, EvalMSE=2.439178e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=2.479602e+01, EvalMSE=2.371051e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=2.379380e+01, EvalMSE=2.286096e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=2.290775e+01, EvalMSE=2.192206e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=2.208989e+01, EvalMSE=2.094713e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=2.135968e+01, EvalMSE=2.035305e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=2.069715e+01, EvalMSE=1.971362e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=1.993532e+01, EvalMSE=1.917982e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=1.935199e+01, EvalMSE=1.855474e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=1.880396e+01, EvalMSE=1.781666e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=1.821400e+01, EvalMSE=1.701153e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=1.774453e+01, EvalMSE=1.638817e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=1.737081e+01, EvalMSE=1.584300e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 0: TrainLoss=1.822724e+02, EvalMSE=2.705660e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 100: TrainLoss=1.218787e+02, EvalMSE=3.824847e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.007272e+02, EvalMSE=4.100922e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 300: TrainLoss=9.076489e+01, EvalMSE=4.030501e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 400: TrainLoss=8.343156e+01, EvalMSE=3.639638e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 500: TrainLoss=7.772348e+01, EvalMSE=3.280609e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 600: TrainLoss=7.278904e+01, EvalMSE=3.136775e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 700: TrainLoss=6.810345e+01, EvalMSE=3.023966e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 800: TrainLoss=6.295517e+01, EvalMSE=2.780242e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 900: TrainLoss=5.739074e+01, EvalMSE=3.073038e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=5.243497e+01, EvalMSE=4.575086e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=4.819886e+01, EvalMSE=6.740137e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=4.461616e+01, EvalMSE=8.670709e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=4.156619e+01, EvalMSE=1.008678e-03 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=3.894195e+01, EvalMSE=1.104419e-03 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=3.665543e+01, EvalMSE=1.163431e-03 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=3.460697e+01, EvalMSE=1.187621e-03 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=3.218001e+01, EvalMSE=1.189918e-03 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=2.936493e+01, EvalMSE=1.029433e-03 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=2.714212e+01, EvalMSE=9.140540e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=2.538703e+01, EvalMSE=8.845981e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=2.382166e+01, EvalMSE=8.142693e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=2.165469e+01, EvalMSE=6.865303e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=2.030837e+01, EvalMSE=5.841499e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.919497e+01, EvalMSE=4.800523e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=1.833847e+01, EvalMSE=4.536883e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=1.765014e+01, EvalMSE=4.442541e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=1.708184e+01, EvalMSE=4.295585e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=1.660542e+01, EvalMSE=4.194329e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=1.619788e+01, EvalMSE=4.165651e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=1.585180e+01, EvalMSE=4.163330e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=1.554705e+01, EvalMSE=4.148116e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=1.510794e+01, EvalMSE=4.155528e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=1.464811e+01, EvalMSE=4.197644e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=1.424801e+01, EvalMSE=4.187121e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 0: TrainLoss=2.079636e+02, EvalMSE=2.623633e-04 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 100: TrainLoss=1.312309e+02, EvalMSE=5.054974e-04 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.035808e+02, EvalMSE=5.186876e-04 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 300: TrainLoss=9.210640e+01, EvalMSE=3.886840e-04 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 400: TrainLoss=8.416125e+01, EvalMSE=3.256636e-04 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
