Epoch 0: TrainLoss=2.414969e+02, EvalMSE=6.774918e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 100: TrainLoss=1.434343e+02, EvalMSE=7.638418e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 200: TrainLoss=7.273757e+01, EvalMSE=1.124178e-03 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 300: TrainLoss=4.832033e+01, EvalMSE=9.236621e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 400: TrainLoss=3.974849e+01, EvalMSE=8.059784e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 500: TrainLoss=3.603401e+01, EvalMSE=7.284432e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 600: TrainLoss=3.390376e+01, EvalMSE=6.721088e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 700: TrainLoss=3.259573e+01, EvalMSE=6.329736e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 800: TrainLoss=3.152139e+01, EvalMSE=6.034448e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 900: TrainLoss=3.006643e+01, EvalMSE=5.758184e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=2.900691e+01, EvalMSE=5.493008e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=2.815344e+01, EvalMSE=5.284466e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=2.720784e+01, EvalMSE=5.145239e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=2.563749e+01, EvalMSE=5.167908e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=2.457847e+01, EvalMSE=5.142115e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=2.369823e+01, EvalMSE=5.013977e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=2.277494e+01, EvalMSE=4.892821e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=2.149570e+01, EvalMSE=4.826242e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=2.056627e+01, EvalMSE=4.742066e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=1.962631e+01, EvalMSE=4.492777e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=1.766172e+01, EvalMSE=3.250338e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.608529e+01, EvalMSE=2.410998e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.491485e+01, EvalMSE=2.058731e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=1.392113e+01, EvalMSE=1.700805e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.310961e+01, EvalMSE=1.433305e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=1.241788e+01, EvalMSE=1.277692e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=1.180535e+01, EvalMSE=1.204559e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=1.124212e+01, EvalMSE=1.146333e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=1.073245e+01, EvalMSE=1.121282e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=1.025885e+01, EvalMSE=1.106714e-04 (h1=2, h_n=0.201008, lr=0.005, loss=mse)
