Epoch 0: TrainLoss=1.957687e+02, EvalMSE=2.759203e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 100: TrainLoss=1.270545e+02, EvalMSE=2.650677e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.077196e+02, EvalMSE=3.584237e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 300: TrainLoss=6.223398e+01, EvalMSE=3.449546e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 400: TrainLoss=3.137209e+01, EvalMSE=2.142728e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.902758e+01, EvalMSE=1.858330e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 600: TrainLoss=1.416029e+01, EvalMSE=1.687440e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 700: TrainLoss=1.257649e+01, EvalMSE=1.260684e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 800: TrainLoss=1.179444e+01, EvalMSE=1.072593e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 900: TrainLoss=1.099969e+01, EvalMSE=9.886836e-05 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=1.040197e+01, EvalMSE=9.648344e-05 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=9.989788e+00, EvalMSE=1.019879e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=9.570424e+00, EvalMSE=1.006700e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=9.115753e+00, EvalMSE=1.014454e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=8.706812e+00, EvalMSE=1.053208e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=8.372034e+00, EvalMSE=1.122587e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=8.109803e+00, EvalMSE=1.219883e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=7.919508e+00, EvalMSE=1.305902e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=7.768245e+00, EvalMSE=1.313244e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=7.637578e+00, EvalMSE=1.269416e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=7.519044e+00, EvalMSE=1.209953e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=7.409084e+00, EvalMSE=1.144088e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=7.306891e+00, EvalMSE=1.074266e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=7.211960e+00, EvalMSE=1.004605e-04 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=7.122262e+00, EvalMSE=9.398368e-05 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=7.033275e+00, EvalMSE=8.842633e-05 (h1=2, h_n=0.115663, lr=0.005, loss=mse)
