Epoch 0: TrainLoss=1.028277e+02, EvalMSE=6.775476e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 100: TrainLoss=4.420337e+01, EvalMSE=6.850348e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.355461e+01, EvalMSE=5.532853e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 300: TrainLoss=6.238248e+00, EvalMSE=5.072202e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 400: TrainLoss=2.970628e+00, EvalMSE=4.704067e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.538445e+00, EvalMSE=4.563979e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 600: TrainLoss=1.003896e+00, EvalMSE=4.412307e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 700: TrainLoss=7.642993e-01, EvalMSE=4.179284e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 800: TrainLoss=6.005028e-01, EvalMSE=3.732458e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 900: TrainLoss=3.605327e-01, EvalMSE=2.492077e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=1.787089e-01, EvalMSE=1.684259e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=1.186604e-01, EvalMSE=1.333829e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=8.852731e-02, EvalMSE=1.117984e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=6.915415e-02, EvalMSE=9.612791e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=5.633976e-02, EvalMSE=8.452713e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=4.803039e-02, EvalMSE=7.677500e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=4.229784e-02, EvalMSE=7.170605e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=3.804888e-02, EvalMSE=6.824067e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=3.472395e-02, EvalMSE=6.570769e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=3.201123e-02, EvalMSE=6.371798e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=2.972521e-02, EvalMSE=6.205394e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=2.774888e-02, EvalMSE=6.060673e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=2.600005e-02, EvalMSE=5.933192e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=2.441784e-02, EvalMSE=5.821950e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=2.297054e-02, EvalMSE=5.727660e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=2.165843e-02, EvalMSE=5.649525e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=2.048223e-02, EvalMSE=5.582314e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=1.942206e-02, EvalMSE=5.519812e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=1.844970e-02, EvalMSE=5.459263e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=1.754175e-02, EvalMSE=5.401139e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=1.668230e-02, EvalMSE=5.347253e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=1.586039e-02, EvalMSE=5.299679e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=1.506836e-02, EvalMSE=5.260398e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=1.430096e-02, EvalMSE=5.231013e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=1.355710e-02, EvalMSE=5.211354e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 0: TrainLoss=1.128552e+02, EvalMSE=6.774075e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 100: TrainLoss=6.008032e+01, EvalMSE=6.430609e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 200: TrainLoss=2.197626e+01, EvalMSE=5.605561e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 300: TrainLoss=8.649165e+00, EvalMSE=5.286013e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 400: TrainLoss=4.317603e+00, EvalMSE=4.878230e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 500: TrainLoss=2.220491e+00, EvalMSE=4.071207e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 600: TrainLoss=1.138593e+00, EvalMSE=3.524245e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 700: TrainLoss=5.273947e-01, EvalMSE=2.532939e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 800: TrainLoss=1.904827e-01, EvalMSE=1.888586e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 900: TrainLoss=1.133130e-01, EvalMSE=1.643870e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=8.418692e-02, EvalMSE=1.489199e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=6.921893e-02, EvalMSE=1.370106e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=5.983910e-02, EvalMSE=1.268875e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=5.340790e-02, EvalMSE=1.180687e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=4.830124e-02, EvalMSE=1.103753e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=4.378999e-02, EvalMSE=1.034860e-04 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=3.963492e-02, EvalMSE=9.727182e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=3.588156e-02, EvalMSE=9.198048e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=3.267446e-02, EvalMSE=8.800157e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=3.002824e-02, EvalMSE=8.525204e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=2.781783e-02, EvalMSE=8.330220e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=2.592400e-02, EvalMSE=8.184562e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=2.426424e-02, EvalMSE=8.072486e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=2.278095e-02, EvalMSE=7.983723e-05 (h1=7, h_n=0.703526, lr=0.005, loss=mse)
